12000197,5101184,5596958,1669836,689657,3237465,13.52,63.46,12.32,57.84
12000198,11015351,12441482,2844384,1811228,7785870,16.44,70.68,14.56,62.58
12000199,11257259,12887750,2534368,2226505,8126877,19.78,72.19,17.28,63.06
12000200,11758674,13374474,2559880,2323763,8490831,19.76,72.21,17.37,63.49
12000201,9044818,10101974,2572224,1473211,6056539,16.29,66.96,14.58,59.95
12000202,11846657,13433057,2012980,2465022,8955055,20.81,75.59,18.35,66.66
12000203,11702390,13625159,2183500,2757741,8683918,23.57,74.21,20.24,63.73
12000204,9814452,11617856,2953892,1632810,7031154,16.64,71.64,14.05,60.52
12000205,11959393,13998793,1828684,3008715,9161394,25.16,76.60,21.49,65.44
12000206,11243377,12820088,2545404,2246953,8027731,19.98,71.40,17.53,62.62
12000207,11668501,13478403,2382836,2458024,8637543,21.07,74.02,18.24,64.08
12000208,9869001,11000516,2753928,1642701,6603887,16.65,66.92,14.93,60.03
12000209,9953075,11341679,2803588,1818116,6719975,18.27,67.52,16.03,59.25
12000210,11612819,13562637,2748684,2424691,8389262,20.88,72.24,17.88,61.86
12000211,10082797,12338716,2639964,2113240,7585512,20.96,75.23,17.13,61.48
12000212,11941155,13144755,2629136,2048650,8466969,17.16,70.91,15.59,64.41
12000213,12266784,13544860,2488844,2066221,8989795,16.84,73.29,15.25,66.37
12000214,11116705,12500833,2520164,2081985,7898684,18.73,71.05,16.65,63.19
12000215,10198067,11625542,2772008,1696959,7156575,16.64,70.18,14.60,61.56
12000216,12127136,13702920,2575420,2494362,8633138,20.57,71.19,18.20,63.00
12000217,11998920,13049106,1841292,1721845,9485969,14.35,79.06,13.20,72.69
12000218,10229060,12115288,3789036,1426789,6899463,13.95,67.45,11.78,56.95
12000219,11760979,13241779,2649412,2077109,8515258,17.66,72.40,15.69,64.31
12000220,9184654,10454739,2818796,1443203,6192740,15.71,67.42,13.80,59.23
12000221,11546000,13056582,2976044,2097878,7982660,18.17,69.14,16.07,61.14
12000222,11067095,12384601,2815860,1820166,7748575,16.45,70.01,14.70,62.57
12000223,11893582,12436571,2041412,1749377,8645782,14.71,72.69,14.07,69.52
12000224,10230259,11538259,3154604,1512590,6871065,14.79,67.16,13.11,59.55
12000225,9922314,11533711,2971912,1750788,6811011,17.64,68.64,15.18,59.05
12000226,8729546,10056027,2071412,1846297,6138318,21.15,70.32,18.36,61.04
12000227,9689343,11535916,3120772,1618623,6796521,16.71,70.14,14.03,58.92
12000228,10765013,11795213,2465300,1831768,7498145,17.02,69.65,15.53,63.57
12000229,11848774,13756526,2653992,2067879,9034655,17.45,76.25,15.03,65.68
12000230,11915843,13401062,2542396,2275869,8582797,19.10,72.03,16.98,64.05
12000231,11247807,12627203,2809808,1926247,7891148,17.13,70.16,15.25,62.49
12000232,11514385,12663939,2185236,2181784,8296919,18.95,72.06,17.23,65.52
12000234,10951625,12137225,2609776,1728033,7799416,15.78,71.22,14.24,64.26
12000235,9168007,10258838,2322408,1159886,6776544,12.65,73.92,11.31,66.06
12000236,10035140,11157057,2329096,2045716,6782245,20.39,67.58,18.34,60.79
12000237,9530404,10654291,1959272,1662814,7032205,17.45,73.79,15.61,66.00
12000238,7805076,9094324,2177156,1285165,5632003,16.47,72.16,14.13,61.93
12000239,10917019,12417247,2496544,1870249,8050454,17.13,73.74,15.06,64.83
12000240,12002121,13767190,2348744,2556712,8861734,21.30,73.83,18.57,64.37
12000241,10684456,11842286,2531216,1639129,7671941,15.34,71.80,13.84,64.78
12000242,11623325,13166001,2628072,2013585,8524344,17.32,73.34,15.29,64.75
12000243,12088226,13429215,2391632,2264897,8772686,18.74,72.57,16.87,65.33
12000244,10586590,12198394,3180928,1554958,7462508,14.69,70.49,12.75,61.18
12000245,11486729,12630380,2783572,1830130,8016678,15.93,69.79,14.49,63.47
12000246,9685040,10444785,2900116,1313500,6231169,13.56,64.34,12.58,59.66
12000247,8602524,9837291,2341736,1878520,5617035,21.84,65.30,19.10,57.10
12000248,10379529,11697931,2732312,1633745,7331874,15.74,70.64,13.97,62.68
12000249,10868579,12110814,3031068,1592520,7487226,14.65,68.89,13.15,61.82
12000250,11259310,12438110,2943160,2453764,7041186,21.79,62.54,19.73,56.61
12000251,11417018,13179191,2525716,2880087,7773388,25.23,68.09,21.85,58.98
12000252,8311881,9591433,2494268,1386314,5710851,16.68,68.71,14.45,59.54
12000254,11123559,12680068,2175572,2093665,8410831,18.82,75.61,16.51,66.33
12000255,10163388,11592390,2761284,1532496,7298610,15.08,71.81,13.22,62.96
12000256,8970350,10101670,2537736,1510024,6053910,16.83,67.49,14.95,59.93
12000257,11027470,12665470,2765024,1904956,7995490,17.27,72.51,15.04,63.13
12000258,11818410,13267682,2650832,2816766,7800084,23.83,66.00,21.23,58.79
12000259,11982614,13283143,2039192,1796863,9447088,15.00,78.84,13.53,71.12
12000260,11760527,13076327,2837124,2165045,8074158,18.41,68.65,16.56,61.75
12000261,11774757,13656357,2609192,2041561,9005604,17.34,76.48,14.95,65.94
